销售日期,分类,选择模型,实际日销量,拟合日销量,销量尺度残差,模型残差
2021-05-04,花叶类,线性模型,200.985,126.31210483082668,74.67289516917333,74.67289516917333
2021-05-05,花叶类,线性模型,200.391,137.9564220703802,62.43457792961979,62.43457792961979
2021-05-06,花叶类,线性模型,148.875,123.13341118141292,25.741588818587076,25.741588818587076
2021-05-07,花叶类,线性模型,147.508,151.93446732955175,-4.426467329551741,-4.426467329551741
2021-05-08,花叶类,线性模型,160.786,204.05126914650634,-43.26526914650634,-43.26526914650634
2021-05-09,花叶类,线性模型,216.668,188.31373142729197,28.354268572708037,28.354268572708037
2021-05-10,花叶类,线性模型,157.721,160.37642338938747,-2.6554233893874652,-2.6554233893874652
2021-05-11,花叶类,线性模型,189.86,158.3831257045307,31.476874295469315,31.476874295469315
2021-05-12,花叶类,线性模型,182.519,154.44185725810857,28.077142741891436,28.077142741891436
2021-05-13,花叶类,线性模型,126.864,135.87990643626983,-9.01590643626983,-9.01590643626983
2021-05-14,花叶类,线性模型,191.116,155.53466091236902,35.581339087630994,35.581339087630994
2021-05-15,花叶类,线性模型,258.278,216.3460100067382,41.93198999326182,41.93198999326182
2021-05-16,花叶类,线性模型,212.588,196.43490172131868,16.153098278681313,16.153098278681313
2021-05-17,花叶类,线性模型,176.658,156.96883128730155,19.689168712698432,19.689168712698432
2021-05-18,花叶类,线性模型,171.667,146.23777425210494,25.42922574789506,25.42922574789506
2021-05-19,花叶类,线性模型,140.823,154.30971516868698,-13.48671516868697,-13.48671516868697
2021-05-20,花叶类,线性模型,144.001,146.09798938471184,-2.096989384711833,-2.096989384711833
2021-05-21,花叶类,线性模型,105.372,158.41879941101675,-53.04679941101675,-53.04679941101675
2021-05-22,花叶类,线性模型,190.363,201.54890672868157,-11.185906728681573,-11.185906728681573
2021-05-23,花叶类,线性模型,217.259,191.01710592600458,26.24189407399541,26.24189407399541
2021-05-24,花叶类,线性模型,148.831,134.3666575274348,14.464342472565193,14.464342472565193
2021-05-25,花叶类,线性模型,130.325,130.90436195729538,-0.5793619572953901,-0.5793619572953901
2021-05-26,花叶类,线性模型,164.467,134.79320173187986,29.67379826812015,29.67379826812015
2021-05-27,花叶类,线性模型,145.237,139.99662067042186,5.240379329578133,5.240379329578133
2021-05-28,花叶类,线性模型,123.824,153.06123468594672,-29.237234685946717,-29.237234685946717
2021-05-29,花叶类,线性模型,180.875,199.8505669030128,-18.975566903012805,-18.975566903012805
2021-05-30,花叶类,线性模型,196.236,192.19675246899135,4.039247531008641,4.039247531008641
2021-05-31,花叶类,线性模型,191.98,134.33297223473537,57.647027765264625,57.647027765264625
2021-06-01,花叶类,线性模型,151.091,121.27931829163037,29.811681708369633,29.811681708369633
2021-06-02,花叶类,线性模型,178.517,127.16532408223622,51.35167591776377,51.35167591776377
2021-06-03,花叶类,线性模型,142.372,132.32639662122966,10.045603378770352,10.045603378770352
2021-06-04,花叶类,线性模型,121.093,138.8338707709806,-17.740870770980607,-17.740870770980607
2021-06-05,花叶类,线性模型,204.287,193.1521713867018,11.134828613298197,11.134828613298197
2021-06-06,花叶类,线性模型,221.028,188.99164590898914,32.03635409101085,32.03635409101085
2021-06-07,花叶类,线性模型,148.539,122.15816959984747,26.38083040015252,26.38083040015252
2021-06-08,花叶类,线性模型,144.123,129.0105500223804,15.112449977619605,15.112449977619605
2021-06-09,花叶类,线性模型,126.359,112.9524357873157,13.406564212684302,13.406564212684302
2021-06-10,花叶类,线性模型,122.004,105.24274787830691,16.76125212169309,16.76125212169309
2021-06-11,花叶类,线性模型,129.982,114.48970555463254,15.492294445367463,15.492294445367463
2021-06-12,花叶类,线性模型,210.267,177.24585686661862,33.02114313338137,33.02114313338137
2021-06-13,花叶类,线性模型,210.317,178.08550451896787,32.23149548103214,32.23149548103214
2021-06-14,花叶类,线性模型,170.272,128.53065365612744,41.74134634387255,41.74134634387255
2021-06-15,花叶类,线性模型,127.719,123.08192127164003,4.637078728359967,4.637078728359967
2021-06-16,花叶类,线性模型,104.588,120.06037593479536,-15.472375934795366,-15.472375934795366
2021-06-17,花叶类,线性模型,113.507,127.51568402717794,-14.008684027177935,-14.008684027177935
2021-06-18,花叶类,线性模型,150.875,130.10601487364076,20.76898512635924,20.76898512635924
2021-06-19,花叶类,线性模型,203.369,183.73025027571958,19.638749724280416,19.638749724280416
2021-06-20,花叶类,线性模型,202.307,175.91836470281712,26.388635297182873,26.388635297182873
2021-06-21,花叶类,线性模型,150.07,122.76124594084419,27.308754059155802,27.308754059155802
2021-06-22,花叶类,线性模型,126.251,105.38070827233787,20.870291727662135,20.870291727662135
2021-06-23,花叶类,线性模型,120.814,107.68188869529902,13.13211130470097,13.13211130470097
2021-06-24,花叶类,线性模型,125.313,106.75338139796122,18.559618602038782,18.559618602038782
2021-06-25,花叶类,线性模型,146.582,115.99406504420708,30.587934955792917,30.587934955792917
2021-06-26,花叶类,线性模型,197.69,171.926620843639,25.763379156360998,25.763379156360998
2021-06-27,花叶类,线性模型,213.547,160.15967070942907,53.38732929057093,53.38732929057093
2021-06-28,花叶类,线性模型,124.892,102.26569776551565,22.626302234484342,22.626302234484342
2021-06-29,花叶类,线性模型,110.196,99.33500277519894,10.860997224801054,10.860997224801054
2021-06-30,花叶类,线性模型,125.415,98.0945977795117,27.320402220488305,27.320402220488305
2021-07-01,花叶类,线性模型,148.597,152.789932562291,-4.192932562290991,-4.192932562290991
2021-07-02,花叶类,线性模型,133.047,175.99303334924974,-42.946033349249745,-42.946033349249745
2021-07-03,花叶类,线性模型,197.925,232.47988216981145,-34.554882169811435,-34.554882169811435
2021-07-04,花叶类,线性模型,197.322,222.85265346389525,-25.53065346389525,-25.53065346389525
2021-07-05,花叶类,线性模型,176.276,165.6927488179608,10.58325118203922,10.58325118203922
2021-07-06,花叶类,线性模型,173.864,161.66484275432074,12.19915724567926,12.19915724567926
2021-07-07,花叶类,线性模型,149.514,172.56005524771484,-23.046055247714833,-23.046055247714833
2021-07-08,花叶类,线性模型,143.491,163.8836529696721,-20.3926529696721,-20.3926529696721
2021-07-09,花叶类,线性模型,114.966,171.48644624000428,-56.52044624000429,-56.52044624000429
2021-07-10,花叶类,线性模型,149.909,234.76028796573712,-84.85128796573713,-84.85128796573713
2021-07-11,花叶类,线性模型,159.268,223.0334400128145,-63.76544001281451,-63.76544001281451
2021-07-12,花叶类,线性模型,113.732,168.93872780091309,-55.206727800913086,-55.206727800913086
2021-07-13,花叶类,线性模型,125.696,149.79566125451916,-24.099661254519162,-24.099661254519162
2021-07-14,花叶类,线性模型,127.959,183.45330108231923,-55.494301082319225,-55.494301082319225
2021-07-15,花叶类,线性模型,113.942,163.38531590621002,-49.44331590621003,-49.44331590621003
2021-07-16,花叶类,线性模型,236.055,181.9149466692736,54.1400533307264,54.1400533307264
2021-07-17,花叶类,线性模型,223.655,228.68087151880002,-5.025871518800017,-5.025871518800017
2021-07-18,花叶类,线性模型,230.327,224.29844177865024,6.028558221349755,6.028558221349755
2021-07-19,花叶类,线性模型,172.294,165.58094355826762,6.713056441732391,6.713056441732391
2021-07-20,花叶类,线性模型,152.362,153.47868801030089,-1.1166880103008907,-1.1166880103008907
2021-07-21,花叶类,线性模型,152.653,159.14751558927335,-6.494515589273362,-6.494515589273362
2021-07-22,花叶类,线性模型,154.625,148.07670281684784,6.548297183152158,6.548297183152158
2021-07-23,花叶类,线性模型,150.636,167.94851196543908,-17.312511965439086,-17.312511965439086
2021-07-24,花叶类,线性模型,206.036,226.27192063202807,-20.23592063202807,-20.23592063202807
2021-07-25,花叶类,线性模型,248.368,217.95709225764696,30.410907742353032,30.410907742353032
2021-07-26,花叶类,线性模型,154.647,163.72647759771763,-9.079477597717641,-9.079477597717641
2021-07-27,花叶类,线性模型,189.082,167.17840480735032,21.903595192649675,21.903595192649675
2021-07-28,花叶类,线性模型,205.803,159.10074360547975,46.70225639452025,46.70225639452025
2021-07-29,花叶类,线性模型,193.613,148.02005432837763,45.592945671622374,45.592945671622374
2021-07-30,花叶类,线性模型,214.155,159.20808096666335,54.946919033336656,54.946919033336656
2021-07-31,花叶类,线性模型,255.633,219.71822572856098,35.91477427143903,35.91477427143903
2021-08-01,花叶类,线性模型,247.075,272.10928659558795,-25.034286595587957,-25.034286595587957
2021-08-02,花叶类,线性模型,281.264,220.84169065814433,60.42230934185568,60.42230934185568
2021-08-03,花叶类,线性模型,264.825,223.5063704450718,41.31862955492818,41.31862955492818
2021-08-04,花叶类,线性模型,313.269,224.87952310981214,88.38947689018786,88.38947689018786
2021-08-05,花叶类,线性模型,244.992,219.315684013373,25.676315986627003,25.676315986627003
2021-08-06,花叶类,线性模型,189.756,230.9466743988375,-41.1906743988375,-41.1906743988375
2021-08-07,花叶类,线性模型,232.089,289.41799223865394,-57.32899223865394,-57.32899223865394
2021-08-08,花叶类,线性模型,265.313,266.9096276451141,-1.596627645114097,-1.596627645114097
2021-08-09,花叶类,线性模型,234.344,215.8632782602043,18.480721739795683,18.480721739795683
2021-08-10,花叶类,线性模型,193.189,197.55917694790753,-4.370176947907538,-4.370176947907538
2021-08-11,花叶类,线性模型,225.45,210.7353818581809,14.714618141819102,14.714618141819102
2021-08-12,花叶类,线性模型,232.855,211.71789041433843,21.137109585661563,21.137109585661563
2021-08-13,花叶类,线性模型,256.322,220.70136631830462,35.62063368169538,35.62063368169538
2021-08-14,花叶类,线性模型,254.376,279.3314499712162,-24.95544997121621,-24.95544997121621
2021-08-15,花叶类,线性模型,241.663,260.087442863421,-18.424442863421007,-18.424442863421007
2021-08-16,花叶类,线性模型,164.836,199.28147091912086,-34.44547091912085,-34.44547091912085
2021-08-17,花叶类,线性模型,171.909,189.41873629910685,-17.509736299106862,-17.509736299106862
2021-08-18,花叶类,线性模型,175.453,197.44531550826153,-21.992315508261527,-21.992315508261527
2021-08-19,花叶类,线性模型,181.549,188.16369240019029,-6.614692400190279,-6.614692400190279
2021-08-20,花叶类,线性模型,191.812,211.01754871541368,-19.20554871541367,-19.20554871541367
2021-08-21,花叶类,线性模型,229.468,266.93415566823313,-37.46615566823314,-37.46615566823314
2021-08-22,花叶类,线性模型,270.754,256.4308531689465,14.32314683105352,14.32314683105352
2021-08-23,花叶类,线性模型,167.374,201.11535228739933,-33.74135228739934,-33.74135228739934
2021-08-24,花叶类,线性模型,153.012,183.95062832789984,-30.938628327899835,-30.938628327899835
2021-08-25,花叶类,线性模型,137.216,171.83519250443797,-34.61919250443796,-34.61919250443796
2021-08-26,花叶类,线性模型,248.505,189.96839309204827,58.53660690795172,58.53660690795172
2021-08-27,花叶类,线性模型,259.053,207.1567533386592,51.8962466613408,51.8962466613408
2021-08-28,花叶类,线性模型,244.915,272.92829929145825,-28.013299291458253,-28.013299291458253
2021-08-29,花叶类,线性模型,229.082,250.05432003021764,-20.972320030217645,-20.972320030217645
2021-08-30,花叶类,线性模型,178.587,195.38485686912747,-16.797856869127486,-16.797856869127486
2021-08-31,花叶类,线性模型,165.821,189.03981019556136,-23.21881019556136,-23.21881019556136
2021-09-01,花叶类,线性模型,143.034,144.70526675514841,-1.671266755148423,-1.671266755148423
2021-09-02,花叶类,线性模型,136.439,132.46092228651432,3.978077713485675,3.978077713485675
2021-09-03,花叶类,线性模型,129.696,146.7481537161171,-17.05215371611709,-17.05215371611709
2021-09-04,花叶类,线性模型,184.978,209.3099556977935,-24.33195569779349,-24.33195569779349
2021-09-05,花叶类,线性模型,200.836,201.340898622631,-0.5048986226309751,-0.5048986226309751
2021-09-06,花叶类,线性模型,184.637,140.72152047088866,43.91547952911134,43.91547952911134
2021-09-07,花叶类,线性模型,152.285,127.3606469970039,24.9243530029961,24.9243530029961
2021-09-08,花叶类,线性模型,144.871,140.5420430231359,4.328956976864106,4.328956976864106
2021-09-09,花叶类,线性模型,97.642,125.94202403149825,-28.300024031498253,-28.300024031498253
2021-09-10,花叶类,线性模型,118.052,145.78278165436203,-27.73078165436202,-27.73078165436202
2021-09-11,花叶类,线性模型,216.04,195.87502593599407,20.164974064005918,20.164974064005918
2021-09-12,花叶类,线性模型,256.442,185.6222424760047,70.81975752399532,70.81975752399532
2021-09-13,花叶类,线性模型,122.525,146.03340973419358,-23.508409734193577,-23.508409734193577
2021-09-14,花叶类,线性模型,131.435,125.46319638245157,5.9718036175484315,5.9718036175484315
2021-09-15,花叶类,线性模型,126.204,134.2828302235402,-8.078830223540209,-8.078830223540209
2021-09-16,花叶类,线性模型,77.672,126.39770233845553,-48.725702338455534,-48.725702338455534
2021-09-17,花叶类,线性模型,126.071,138.6018592529351,-12.530859252935102,-12.530859252935102
2021-09-18,花叶类,线性模型,124.031,208.71787380915464,-84.68687380915463,-84.68687380915463
2021-09-19,花叶类,线性模型,195.799,185.30529000979766,10.493709990202348,10.493709990202348
2021-09-20,花叶类,线性模型,201.146,136.20483284701984,64.94116715298014,64.94116715298014
2021-09-21,花叶类,线性模型,213.26,132.70334599144735,80.55665400855264,80.55665400855264
2021-09-22,花叶类,线性模型,121.518,129.1578335004761,-7.639833500476101,-7.639833500476101
2021-09-23,花叶类,线性模型,93.684,132.62171578322318,-38.93771578322318,-38.93771578322318
2021-09-24,花叶类,线性模型,101.849,153.354439894868,-51.50543989486799,-51.50543989486799
2021-09-25,花叶类,线性模型,170.897,206.5907582527185,-35.69375825271851,-35.69375825271851
2021-09-26,花叶类,线性模型,150.342,201.81589678751644,-51.47389678751642,-51.47389678751642
2021-09-27,花叶类,线性模型,93.809,154.39772626989657,-60.58872626989657,-60.58872626989657
2021-09-28,花叶类,线性模型,100.088,145.41762231802892,-45.329622318028925,-45.329622318028925
2021-09-29,花叶类,线性模型,106.577,141.24198580387053,-34.664985803870536,-34.664985803870536
2021-09-30,花叶类,线性模型,102.48,141.3929666428345,-38.91296664283449,-38.91296664283449
2021-10-01,花叶类,线性模型,193.343,149.86393809062992,43.479061909370074,43.479061909370074
2021-10-02,花叶类,线性模型,151.125,216.11321497621879,-64.98821497621879,-64.98821497621879
2021-10-03,花叶类,线性模型,159.787,203.29333498148588,-43.50633498148588,-43.50633498148588
